id,title,text,label
38,Kamala Harris Loses Benefits After Hours Get Cut At Work,"WASHINGTON—Left reeling after discovering she no longer qualified for healthcare coverage through her White House job, Vice President Kamala Harris reportedly lost her benefits Wednesday after her hours got cut at work. “Are you kidding me? Those assholes didn’t even warn me first,” said Harris, who was furious after checking the paper schedule posted outside the chief of staff’s office and learning she had only been assigned three 8-hour shifts as vice president for the coming week. “This is such bullshit. It’s not like I like working here, but I need this fucking job! And it’s not like I can just go get a second job, because the schedule changes every week. Those complete dicks! They’re trying to push me out! I should have known this was going to happen when they refused to offer me a 401(k) even though all my aides have one.”  Harris added that the worst part was that she was scheduled to be vice president on Saturday night.",FAKE
19,Hakeem Jeffries is staging a takeover of the New York Democrats. His hope to become Speaker may depend on it.,"Hakeem Jeffries’ path to winning the majority and becoming speaker runs through his backyard in New York, and he is methodically staging a takeover of Democratic House campaigns in the state to make it happen. Jeffries, a New York Democrat, is installing his own loyalists in key positions as he effectively takes over much of the state party operations that would usually be controlled by Gov. Kathy Hochul. CNN’s conversations with two dozen elected officials and operatives involved detail the extent that the House minority leader is already digging in, a year and a half ahead of the 2024 elections: he’s hosting regular political brainstorming dinners in Washington with the Democrats in the state’s House delegation, deputizing several to oversee political operations down to the county level. He’s making his case personally to some of the biggest Democratic donors in the country. He’s personally traveling to swing congressional districts all around the state. New Yorkers always think of themselves as the center of the universe. In the battle for control of the House next year, they sort of will be: Democrats need five seats to get the majority in the US House in 2024, and there are currently six Republican freshmen who won last year in Democratic-leaning districts of New York. “New York,” Jeffries told CNN in an interview in his Capitol office, “will play an important and outsized role in the outcome of the 2024 House elections. Period. Full stop.” Asked about efforts already underway to sidestep the tradition of Democratic leaders staying out of primaries, Jeffries suppressed a smirk. Top ally Rep. Greg Meeks wasn’t so coy. “We will be looking at and talking to all possible candidates and trying to talk to folks to say, ‘Who is more likely to beat the extreme Republican that they will be running against?’” said Meeks, who also serves as the Queens County Democratic chairman. Whether Jeffries can wrangle New York’s infamously infighting parochial party players will be the biggest test of his own political and fundraising abilities. He only recently took over for former Speaker Nancy Pelosi as the leader of House Democrats. But he’s already scored the kind of win that President Joe Biden and Democrats nationally are hoping for. Leaders of powerful groups on the left will prioritize campaigning on traditional Democratic mainstream issues of protecting Social Security and Medicare, rather than issues like Medicare for All and the Green New Deal. “If you’re a member of Congress from New York, you have a pretty healthy ego and a pretty strong survival instinct, so you tend to be more entrepreneurial and more individualistic,” said Steve Israel, a former congressman from Long Island and two-time chair of the national Democratic Congressional Campaign Committee. “It seems that there’s a greater understanding that cooperation is actually a good political strategy, and competition is not.” Many of the people involved in the efforts say they worry crime will surge back as an issue, allowing Republicans to capitalize in New York races as they did in 2022, or that the dreams of unity will not be able to hold among New York Democrats who for years have been more about finger-pointing and parochialism. But most New York Democrats expect to capitalize on higher base turnout expected in a presidential election year. They think a measure on the ballot to codify abortion and other rights will also drive turnout among the base. And they are holding out hope for a court decision that would scrap the redistricting map forced by Republican-backed litigation last year, enabling them to draw more favorable districts for their candidates to run in. There is also the pride in potentially putting the gavel not just in the hands of a New Yorker for the first time in 150 years (the last one was only speaker for a day), but one who would make history as the first Black speaker. Several top officials also pointed out that if Jeffries is running the House while fellow Brooklynite Chuck Schumer is majority leader in the Senate, it will mean more attention and federal money coming back home. Two weeks ago, Jeffries had 300 donors and activists on a Zoom call, officially launching what they’re calling the Battleground Coordinated Campaign. Two nights later, at the Astor Place apartment of Alex Soros—who this month took over political spending for his father, George—pitching some of the city’s biggest Democratic donors to spend their money locally with the House Majority super PAC. The PAC banked $4 million for a centralized hub of opposition research and attack ads in New York that is already at work, while the Democratic Congressional Campaign Committee has started advertising in the state earlier than ever before and created fundraising efforts to bank money for whichever candidates emerge from primaries. “When literally the stakes are people threatening our entire democracy,” said Rep. Pat Ryan, the upstate Democrat who already hosted Jeffries for several events in his frontline district the day after they were together at the fundraiser at Soros’s apartment, “that has unified and rallied everyone.” Sen. Kirsten Gillibrand, who will be the only statewide Democratic candidate on the ticket next year, has already transferred $300,000 to the state party along with having campaign aides meet with operatives fresh off races in places like Nevada, Wisconsin, Arizona and Georgia. “We have,” she said on the Battleground Coordinated Campaign launch Zoom call, “a unique opportunity to change the course of the country ourselves.” House races in New York went about as badly for Democrats as they could have last year. From Pelosi on down, many blame Hochul for not responding quickly enough to Republican attacks that their party was soft on crime, and for not running a strong enough re-election campaign of her own to help provide coattails for the candidates lower down on the ticket. Hochul pushed back on those complaints, while also making a point of highlighting the changes she backed to the bail reform laws which provided the opening for last year’s Republican narrative about the rise in crime. “The truth was no barrier to anything [Republicans] did,” Hochul told CNN in an interview. “But we know it’s coming.” Calling this “unprecedented coordination,” Hochul said she’s been raising money for the state party and pushing revamps on both communications and operational strategies, attributing the slow start to the fact that she took over less than two years ago following Gov. Andrew Cuomo’s resignation. She was almost immediately plunged right into a re-election campaign. She says this coming election cycle is “a chance to assert my influence on the New York State Democratic Party.” “I think about it all day long,” said Hochul. She called flipping the House seats held by Republicans “my number one political priority.” But the House delegation is already stepping in. Rep. Grace Meng, who served with Jeffries in the state assembly and is now another main lieutenant in the delegation, has already conducted a review of what was felt to be fumbling Black, Latino and Asian outreach in the 2022 elections. She co-wrote a memo to the state party advising a revamp of operations, and is digging deep into Tuesday’s city council primaries and the county-level races this fall that they’re viewing as practice for next year. Meng, along with fellow Reps. Alexandria Ocasio-Cortez, Ryan and Brian Higgins also collaborated on a memo to the state party of ideas that they want to see progress on. High on that list was a big push on college campus outreach, which they feel has been largely ignored to date. Cautious in every word he says publicly himself, Jeffries is also looking to get candidates and activists unified on talking points about crime and immigration. Even a year and a half out from election day, many of the leaders involved were using almost exactly Jeffries’ phrasing in multiple separate interviews with CNN. They say New York Republicans are extremists who masquerade as moderates back home despite going along with the GOP majority on nearly every vote. “We will not allow them to fool the American people, and most importantly, New Yorkers, in November of 2024,” Jeffries told CNN. Meanwhile, rumors that Adams might support a separate political group to further his own interests as mayor have dissipated. A person familiar with his thinking expects Adams to help with raising money and other behind-the-scenes moves. Still, not everyone is ready to commit. Howard Wolfson, top political advisor to former New York City Mayor Mike Bloomberg, has met several times with House Majority PAC operatives. But Bloomberg isn’t ready to make any of the multi-million dollar commitments that they and others are counting on. A lot depends where the crime rates are, Wolfson said, and how Jeffries and others do on recruiting strong candidates. But, he added, “there is definitely a lot of opportunity here if we play our cards right.” Already on board, though, are many of the same activists who have clashed with Jeffries in the past, accusing him of being too moderate or a corporatist sellout. Maurice Mitchell, the national director of the liberal and union coalition Working Families Party, called the collaboration “just a recognition of the political conditions that we’re in.” Eventually he and other left-wing activists in New York will come back to their usual issues, Mitchell said, but “I can’t even engage that conversation in terms of governing if a bunch of extremists are in power. So it’s an order of operations question for me.” Ed Cox, the GOP state chair, told CNN that he expects a “tough fight” to hold onto the House seats given the expected turnout in a presidential election year. But he promised to raise enough money to keep even with the Democrats for candidates he said had proven strong in their districts. “Competition’s good,” Cox said. “We’re not scared of competition.” Cox, who two weeks ago attended the speech Trump gave at his New Jersey golf course after his federal indictment from retaining classified material, ducked answering whether the Republican incumbents in New York would benefit or suffer if the former president is at the top of the ticket again as the Republican nominee. But already the Republicans who will be on the ballot are largely veering away from talking like the former president who was famous for stamping his name all over New York before he stamped in on the Republican Party. Chris Russell, a senior political adviser to Rep. Mike Lawler, pointed to Biden’s comments during a trip to the district in May that the congressman is “the kind of Republican I was used to dealing with.” Rep. Marc Molinaro, who represents another upstate district at the top of Democrats’ list, told CNN he was disappointed but not surprised to hear Jeffries’ attack. “He has a responsibility to say the things that he said,” Molinaro said. “I suggest that most people I represent and most people he represents want us to work together to try to get solutions to problems that face us. That’s what we’re focused on right now.” One incumbent that Republicans are not planning to protect: Rep. George Santos, who is currently facing charges of fraud and misuse of public funds and who has been disavowed by his colleagues and local Republican officials. But Cox said Republicans are still going to fight for his seat, and dismissed the chances that ties to the congressman would weigh other Republicans down. “This is going to be a totally new race with new candidates. It depends who they are. It’s a district that we won, and we can win it again,” Cox said. “Santos will be left in the dust. Forgotten.” ",REAL
6,Federal judge blocks part of Tennessee’s ban on gender-affirming care for minors,"A federal judge on Wednesday temporarily halted the enforcement of part of Tennessee’s ban on gender-affirming care for minors in the state. Senate Bill 1, which was signed into law by Republican Gov. Bill Lee in March and set to take effect July 1, prohibited health care providers “from performing on a minor or administering to a minor a medical procedure if the performance or administration of the procedure is for the purpose of enabling a minor to identify with, or live as, a purported identity inconsistent with the minor’s sex.” It specifies that minors who receive care cannot be held liable, but lawsuits could be brought against a minor’s parents “if the parent of the minor consented to the conduct that constituted the violation on behalf of the minor.” In Wednesday’s ruling, US District Judge Eli Richardson issued a preliminary injunction blocking the state’s enforcement of a ban on such gender-affirming treatments as hormone therapies and puberty blockers. The ruling, however, allowed Tennessee to ban gender transition surgical procedures. “The Court realizes that today’s decision will likely stoke the already controversial fire regarding the rights of transgender individuals in American society on the one hand, and the countervailing power of states to control certain activities within their borders and to use that power to protect minors,” Richardson said in his ruling. “If Tennessee wishes to regulate access to certain medical procedures, it must do so in a manner that does not infringe on the rights conferred by the United States Constitution, which is of course supreme to all other laws of the land,” the judge added. “With regard to SB1, Tennessee has likely failed to do just this.” The American Civil Liberties Union celebrated Wednesday’s ruling. Joshua Block, senior staff attorney for ACLU’s LGBT & HIV Projects, called it a “critical victory for transgender youth, their families, and their medical providers across the state.” “Across the country, we’re seeing a clear and unanimous rejection of these laws as unconstitutional, openly discriminatory, and a danger to the very youth they claim to protect,” Block said. CNN reported earlier this month that more than a dozen states have targeted gender-affirming care, with some bans including the possibility of a felony charge. ",REAL
18,DOJ targets nationwide health care fraud scheme involving over $2.5 billion,"The Justice Department announced a sweeping enforcement effort Wednesday aimed at health care, telemedicine and illegal prescription schemes totaling of $2.5 billion in alleged fraud. The two-week national law enforcement effort resulted in both federal and state level charges against 78 defendants – 24 of whom are doctors, nurses, or other licensed medical professionals. Cases were brought 16 states including California, Florida, Georgia and New York. As part of the enforcement action officials issued 90 Medicare and Medicaid revocations and billing suspensions, and seized or restrained millions of dollars in cash, automobiles and real estate. “These enforcement actions, including against one of the largest health care fraud schemes ever prosecuted by the Justice Department, represent our intensified efforts to combat fraud and prosecute the individuals who profit from it,” Attorney General Merrick Garland said in a statement Wednesday. “The Justice Department will find and bring to justice criminals who seek to defraud Americans and steal from taxpayer-funded programs.” Several of the schemes, according to the Justice Department, were aimed at vulnerable populations like the elderly, people with mental health issues, pregnant people, individuals with opioid addictions and patients at risk of contracting HIV. In one case, prosecutors allege that the leaders of a software company conspired to create a platform that allowed doctors and telemarketers to coordinate selling medical equipment in exchange for kickbacks. According to the indictment, the defendants created a massive telemarketing operation that targeted disabled and elderly patients with letters, calls and advertisements to sign up for unnecessary medical equipment or prescriptions. The software, according to the indictment, then generated fake Medicare order formers for doctors to sign so that it would appear as thought the equipment orders were real and necessary. The conspiracy, prosecutors say, resulted in $1.9 billion in fraudulent reimbursement claims submitted to Medicare and other government insurers. A second case in Washington state includes allegations that a licensed physician signed more than 2,800 fraudulent orders for orthotic braces, including for patients whose limbs had already been amputated. Prosecutors also went after individuals who allegedly bought back HIV medications from patients and then repacked those medications to be sold to pharmacies – sometimes containing the wrong medications or proper labels, broken pills or pebbles. In another case, a Wisconsin woman allegedly hosted community baby showers to coerce pregnant people into signing up for prenatal services through her company and then used those patients to submit millions of dollars in fraudulent claims. ",REAL
29,Biden Signs Legislation To Avert Crisis Of Treating Rail Workers Like Humans,"WASHINGTON—Praising the last-minute agreement to deny the laborers any sort of civility or respect, President Joe Biden signed legislation Friday to avert a crisis in which rail workers might have been treated like actual human beings. “We were only a week away from a nationwide catastrophe in which we would have been forced to acknowledge the basic rights of these employees,” said President Biden, applauding lawmakers on both sides of the aisle who ensured rail workers would continue to be denied a benefit as humane as paid sick days. “So much of what Americans rely on is delivered by train—from clean water to food to gas—and the last thing we want is for the people responsible for transporting those goods to be able to stay home when they’re seriously ill. Thanks to this law, we can guarantee that no engineer driving 20,000 tons of freight across this great nation will be able to access healthcare without having their pay docked.” Biden went on to express confidence that next year, bipartisan legislation would be passed to ensure rail workers were no longer allowed to eat or sleep between shifts.",FAKE
23,US military launches official investigation of disputed drone strike that reportedly killed civilian,"An official investigation has been launched by US Central Command into the May 3 drone strike in Syria that reportedly killed a civilian instead of the intended senior al-Qaeda target. A statement from CENTCOM on Wednesday said that the civilian casualty credibility assessment recently completed has become an official 15-6 investigation. CNN reported earlier this month that CENTCOM was preparing to launch the formal investigation. “The civilian casualty credibility assessment process has become an AR 15-6 investigation,” the CENTCOM statement on Wednesday said. “Maj. Gen. Matthew McFarlane, commander of [Combined Joint Task Force-Operation Inherent Resolve], appointed a general officer as the investigating officer, effective June 23, 2023.” The investigation comes eight weeks after the drone strike which was targeting a senior al-Qaeda leader. Despite confidence from senior CENTCOM officials in the aftermath of the strike that they had killed an al-Qaeda leader, family members of the person reportedly killed in the strike said he was a farmer with no terrorism ties. The family identified the man killed as 56-year-old Loutfi Hassan Mesto, a father of 10. CENTCOM officials knew it would take time to identify the person killed in the strike. Nevertheless, the day of the operation, CENTCOM commander Gen. Erik Kurilla ordered a tweet be sent from the command’s official Twitter account announcing the strike. “At 11:42 am local Syrian time on 3 May, US Central Command Forces conducted a unilateral strike in Northwest Syria targeting a senior Al Qaeda leader,” the tweet said. “We will provide more information as operational details become available.” CENTCOM has not provided more details about the strike. The formal 15-6 investigation is the latest in a drawn-out timeline following the strike. It took two weeks for CENTCOM to begin the civilian casualty assessment, which started a week after The Washington Post presented information to CENTCOM about the strike potentially killing a civilian instead of the intended target. Asked in May about the strike, Pentagon spokesman Brig. Gen. Pat Ryder said at a news briefing that Defense Secretary Lloyd Austin has “complete confidence” in the department’s civilian harm mitigation efforts. “I think our record speaks for itself in terms of how seriously we take these,” he said. “Very few countries around the world do that. The secretary has complete confidence that we will continue to abide by the policies that we put into place.” ",REAL
49,Judge denies Trump motion to dismiss Carroll defamation lawsuit,"A federal judge denied Donald Trump’s motion to dismiss E. Jean Carroll’s defamation lawsuit, finding the former president’s legal arguments are “without merit.” Trump filed a motion for summary judgment to dismiss Carroll’s original defamation lawsuit filed in 2019. He argued he was entitled to immunity because he was president at the time he made statements denying Carroll’s rape allegation and that his statements were not defamatory. Judge Lewis Kaplan denied Trump’s motion and his request to amend his answer to argue immunity as a defense in the case, noting that Trump already waived that as a possible defense and allowing it now would unfairly prejudice Carroll. “There is no basis to risk prolonging the resolution of this litigation further by permitting Mr. Trump to raise his absolute immunity defense now at the eleventh hour when he could have done so years ago,” the judge wrote. There are additional legal motions outstanding. The case is set to go to trial early next year. “Judge Kaplan’s denial of summary judgment confirms that once again, Donald Trump’s supposed defenses to E Jean Carroll’s defamation claims don’t work,” Robbie Kaplan, an attorney for Carroll, said in a statement. “Trump chose to waive presidential immunity and now he must live with the results of that decision.” Trump attorney Alina Habba said, “We disagree with the Court’s decision and will be taking the appropriate steps to preserve all viable defenses.” This case is separate from the 2022 battery and defamation lawsuit that went to trial earlier this year. A jury awarded Carroll $5 million in compensatory and punitive damages and found Trump sexually abused and defamed her. Trump this week filed a counter claim against Carroll alleging she defamed him when she appeared on CNN the day after the jury verdict and said, “Oh yes he did” rape her. This story has been updated with additional reaction. ",REAL
48,Supreme Court revives case brought by postal worker seeking religious accommodations,"The Supreme Court revived the case of a former mail carrier, an evangelical Christian, who said the United States Postal Service violated federal law by failing to reasonably accommodate his inability to work on Sundays. The court said unanimously that a lower court was too quick to deny the employee’s request for accommodation and should take another look at the impact the request would have on the Postal Service as a whole. “We think it is enough to say that an employer must show that the burden of granting an accommodation would result in substantial increased costs in relation to the conduct of its particular business,” Justice Samuel Alito wrote, penning the court’s opinion. Justice Sonia Sotomayor wrote a concurrence joined by Justice Ketanji Brown Jackson. A lower court had ruled against the worker, Gerald Groff, holding that his request would cause an undue hardship on the Postal Service and lead to low morale at the workplace when other employees had to pick up his shifts. The new ruling, in clarifying previous precedent for religious accommodations, will likely make it harder for an employer to refuse to accommodate the religious beliefs of an employee under Title VII of the civil rights law. The Supreme Court left the door open that the Postal Service might still prevail in the case, and the justices said they were leaving it to the lower court to revisit the case under the clarified standard. “An employer who fails to provide an accommodation has a defense only if the hardship is ‘undue,’ and a hardship that is attributable to employee animosity to a particular religion, to religion in general, or to the very notion of accommodating religious practice cannot be considered ‘undue,’” Alito wrote. The opinion concluded that “Title VII requires that an employer reasonably accommodate an employee’s practice of religion, not merely that it assess the reasonableness of a particular possible accommodation or accommodations.” “Faced with an accommodation request like Groff’s, it would not be enough for an employer to conclude that forcing other employees to work overtime would constitute an undue hardship,” the court’s opinion said. “Consideration of other options, such as voluntary shift swapping, would also be necessary.” Sotomayor’s concurrence highlighted a distinction in the court’s opinion, noting that the court had ruled that Title VII requires that an employer, in rejecting a requested accommodation, must show that the accommodation would impose “undue hardship on the conduct of the employer’s business.” Her concurrence focused on how a proposed accommodation could impose an undue hardship on a business’ employees. “Indeed, for many businesses, labor is more important to the conduct of the business than any other factor,” she wrote. Not all effects an accommodation places on employees will amount to such a hardship, Sotomayor said, but “if there is an undue hardship on ‘the conduct of the employer’s business’ … then such hardship is sufficient, even if it consists of hardship on employees.” Aaron Streett, Groff’s attorney, said Thursday, “This is an important victory for Americans of all faiths, who may now follow their religious consciences in the workplace. It is especially gratifying that the Court was unanimous in interpreting the Civil Rights Act according to its plain language, holding that employers must accommodate religious practices absent an ‘undue hardship’ on the ‘conduct of the business.’” The US Postal Service, however, expressed confidence that it would ultimately prevail in the next round of proceedings. “We agree with the Supreme Court’s clarification, which accepts the arguments we made before the Court, and which is fully consistent with the standard we apply when seeking to accommodate the sincerely held religious beliefs, observances, and practices of our employees,” USPS spokesperson Felicia Lott said in a statement. “For those reasons, and because we believe the lower court will conclude that providing the requested accommodation here would impose a substantial burden on the Postal Service, we are confident that the Postal Service will again prevail when the case is remanded.” Groff, who lives in Pennsylvania, served in 2012 as a rural carrier associate at the United States Postal Service, a position that provides coverage for absent career employees who have earned the ability to take off weekends. Rural carrier associates are told they need flexibility. In 2013, Groff’s life changed when the USPS contracted with Amazon to deliver packages on Sundays. Groff’s Christian religious beliefs bar him from working on Sundays. The post office contemplated some accommodations to Groff, such as offering to adjust his schedule so he could come to work after religious services or telling him he should see if other workers could pick up his shifts. At some point, the postmaster himself did the deliveries because it was difficult to find employees willing to work on Sunday. Finally, the USPS suggested Groff choose a different day to observe the Sabbath. The atmosphere with his co-workers was tense and Groff said he faced progressive discipline. In response, he filed complaints with the Equal Employment Opportunity Commission, which is charged with enforcing federal laws that make it illegal to discriminate against an employee because of religion. Groff ultimately left his job in 2019. In a resignation letter, he said he had been unable to find an “accommodating employment atmosphere with the USPS that would honor his religious beliefs.” Groff sued, arguing that the USPS violated Title VII. District Judge Jeffrey Schmehl, an appointee of former President Barack Obama, ruled against Groff, holding that that his request to not work on Sundays would cause an “undue hardship” for the USPS. The 3rd US Circuit Court of Appeals affirmed the ruling in a 2-1 opinion. When the case was before the Supreme Court, Groff’s lawyer, Aaron Streett, told the justices that the USPS could have done more and was wrong to claim that “respecting Groff’s belief was too onerous.” He urged the justices to cut back or invalidate precedent and allow an accommodation that would allow the worker to “serve both his employer and his God.” “To me, it’s not just about going to church,” Groff said in a video posted on the website of his legal team at First Liberty. “It’s about obeying the Lord and putting the entire day aside to honor and glorify Him,” he added. The Biden administration had urged the high court to simply clarify the law to make clear that an employer is not required to accommodate an employee’s Sabbath observance by “operating shorthanded or regularly paying overtime to secure replacement workers.” The Becket Fund, a religious liberty legal advocacy organization that supported Groff in a friend-of-the-court brief, praised Thursday’s opinion. “Big corporations got away with firing employees for their religious practices for decades, thanks to a fundamental misreading of civil rights law,” Becket Fund president and CEO Mark Rienzi said in a statement. “That mistake by the Court long pushed faith out of daily life by giving employers free rein to give religious workers the boot for observing holy days and taking time to pray. Today’s ruling corrects decades of rulings against religious Americans.” This story has been updated with additional information. ",REAL
46,"Mike Pence earned millions through book deal, six-figure speeches, new filings show","Former Vice President Mike Pence collected a $1.4 million advance for his memoir, which recounted the events of January 6, 2021, and his refusal to buckle to Donald Trump’s demands to overturn the 2020 election results, new filings show. The advance from Simon & Schuster for “So Help Me God” is among the large sources of income described in a financial disclosure report released Thursday. Pence is now running for the 2024 GOP presidential nomination against Trump and a slew of other Republicans. The filings also show that Pence has earned big sums on the speaking circuit, collecting a total of $3.4 million for 32 speeches between January 2022 and the end of April this year. Pence announced his candidacy for the White House in early June. The most lucrative engagement: A $550,000 honorarium for a February 2022 appearance at a world summit underwritten by the Universal Peace Federation in Seoul, South Korea. The group was established by the late Rev. Sun Myung Moon – the Korean evangelist and businessman who founded the Unification Church – and his wife, Hak Ja Han. According to the online transcript of his Seoul speech, Pence called for the de-nuclearization of the Korean peninsula and pledged American support for South Korea, Japan and “all of our allies for peace and security across the free world.” He also praised The Washington Times, a conservative newspaper established by Moon, as a “courageous voice for freedom in America.” Other six-figure engagements ranged from a March 2022 appearance before the American Fuel and Petroleum Manufacturers trade group to a March 2023 speech to the Iranian American Community of Northern California. He also reported payments for 10 speeches to colleges and universities. Those were described as paid for by the Young America’s Foundation, which works to popularize conservative ideas among young people. According to his filings, Pence is vice president of Hoosier Heartland LLC and reported more than $1.8 million in business income from that company, which is described as engaging in speaking, writing and consulting. The firm’s clients have not been disclosed. The former vice president reported earning $381,000 in salary from the company. ",REAL
25,President Biden denies he was present during alleged Hunter Biden 2017 text,"President Joe Biden on Wednesday emphatically denied that he was involved or present when his son Hunter Biden is alleged to have texted a Chinese business partner in 2017, claiming that he was sitting with his father. Asked whether he was involved in the business dealings or was sitting with Hunter when the message was sent, Biden told reporters Wednesday, “No. I wasn’t.” Asked again, Biden replied more forcefully, “No.” The White House has previously declined to say whether Biden was present during the alleged exchange. The questions referred to a portion of the testimony in which a IRS supervisor-turned-whistleblower told House lawmakers that Justice Department prosecutors denied requests to look into messages allegedly from Hunter Biden where he used his father as leverage to pressure a Chinese company into paying him. “I am sitting here with my father and we would like to understand why the commitment made has not been fulfilled,” according to testimony the whistleblower gave to Congress, which quotes from texts that are allegedly from Hunter Biden to the CEO of a Chinese fund management company. The message continues: “Tell the director that I would like to resolve this now before it gets out of hand. And now means tonight.” The message goes onto say, “I will make certain that between the man sitting next to me and every person he knows and my ability to forever hold a grudge that you will regret not following my direction. I am sitting here waiting for the call with my father.” The second, unnamed IRS whistleblower also testified to lawmakers about this alleged WhatsApp message, saying prosecutors questioned whether they could be sure Hunter Biden was telling the truth that his father was actually in the room in the messages. The unnamed whistleblower testified that they did not know whether the FBI investigated the message. Chris Clark, a lawyer for Hunter Biden, said on Friday that the Justice Department had thoroughly investigated the case, including the time in which the message was sent. “The DOJ investigation covered a period which was a time of turmoil and addiction for my client. Any verifiable words or actions of my client, in the midst of a horrible addiction, are solely his own and have no connection to anyone in his family,” Clark said in a statement. It was announced last week that Hunter Biden agreed to plead guilty next month to two tax misdemeanors and struck a deal with federal prosecutors to resolve a felony gun charge. ",REAL
57,"Impeachment push set to take center stage in House, bringing new chapter for GOP","House Republicans are preparing to let the push for potential impeachment proceedings dominate their agenda over the next few months, as Speaker Kevin McCarthy faces growing pressure from an increasingly restive right flank eager to take aim at President Joe Biden and his Cabinet. The increased focus on impeachment — with Biden’s attorney general and homeland security secretary the highest on the GOP’s list — underscores how Republicans are quickly shifting their focus to red-meat issues that could fire up their base, even as some in their conference are nervous about voter backlash over the more aggressive approach. Between July and September, Republicans are slated to hear high-profile testimony from a trio of Biden Cabinet officials who have been top impeachment targets on the right: Homeland Security Secretary Alejandro Mayorkas, FBI Director Christopher Wray, and Attorney General Merrick Garland. Just this week, a new focus emerged for McCarthy when he announced that Republicans are prepared to open an impeachment inquiry into Garland if an IRS whistleblower’s claim about alleged meddling in the Hunter Biden case holds up, an idea that has been heavily promoted by the far-right bloc of his conference. McCarthy’s comments then set off fresh momentum. He appeared side by side with House Judiciary Chair Jim Jordan on Fox News Wednesday night to reaffirm his position. And on Thursday, Jordan, along with House Oversight Chair James Comer and House Ways and Means Chair Jason Smith requested transcribed interviews with Department of Justice, FBI and IRS officials involved in the Hunter Biden case, including US Attorney David Weiss, the Trump-appointed attorney who oversaw the criminal investigation. Garland has rejected claims that the Justice Department improperly interfered in the probe. The moves come amid pressure on House GOP leaders and committee chairmen to launch official impeachment proceedings – potentially on Biden himself. House Homeland Security Chairman Mark Green said he is conducting a “five phase” investigation into Mayorkas over problems at the southern border that could culminate in an impeachment recommendation to the House Judiciary Committee, which Green expects to finish by this September. His committee is also expected to include a review of Biden’s handling of the border as part of that impeachment probe. “We’re looking at all the things that they’re failing to do,” Green told CNN. “There’s not going to be that much of a change other than we’ll dig into the actual actions of the president in conjunction with what’s happened.” With patience on the right wearing out, one hardline GOP member, Rep. Lauren Boebert of Colorado, tried to force a snap floor vote last week on impeaching Biden, though Republican leaders rebuffed the effort and referred the matter to relevant committees instead. “We’ve been investigating this failure at the southern border now for a little while … and now the House has asked us to add the president’s actions into this,” Green said. “And we’ll dig into that too.” Conservative firebrand Rep. Marjorie Taylor Greene, who has introduced a slew of impeachment articles against Biden and various Cabinet members, has also signaled she intends to force floor votes on her resolutions, meaning the issue is sure to take center stage for the House GOP in the weeks and months ahead. “I’ve talked to everyone here until I’m blue in the face for a long time about impeachment,” Greene told CNN. It all represents a new chapter for the nascent House Republican majority – and particularly for McCarthy, who has up until this point been reluctant to lean into impeachment proceedings, instead insisting that his committee chairs focus on gathering evidence and holding hearings before going down that route. And he has instead tried to channel his conference’s focus on messaging bills like energy and immigration. Many in McCarthy’s conference are uncertain about the new focus. “Impeachment should be treated in the serious matter it deserves,” said Rep. Don Bacon, who represents a Nebraska swing district and said he would review the facts before deciding how to proceed with any impeachment proceedings. “We’ve lowered the bar over the last four years, and it’s not healthy.” After facing backlash from conservatives for cutting a debt limit deal with Biden and as the clock ticks toward the 2024 elections, McCarthy has started to warm up to the idea of impeaching a member of Biden’s Cabinet – whether it be Garland or Mayorkas or both, according to multiple sources familiar with this thinking. The move could win over some on his right flank. McCarthy has also faced pressure behind closed doors as members like Greene have met with him to personally make their case for why the House GOP should launch impeachment proceedings. And McCarthy will need every ounce of conservative support he can get as he heads into spending season, where he may be forced to ultimately compromise with Democrats once again and fall short of the demands from the far right. “I think what the House is going to do, we’re going to continue to investigate. We’re going to continue to follow this chain of evidence,” Rep. Byron Donalds, a member of the hardliner House Freedom Caucus, told CNN after the IRS whistleblower testimony was revealed. “I think the evidence is leading us to clear issues of obstruction of Justice at the Department of Justice. And with the White House.” Impeaching a Cabinet official has only happened once in US history when William Belknap, the secretary of war, was impeached by the House before being acquitted by the Senate in 1876. But some in the GOP view the idea of charging a Cabinet member with committing a high crime or misdemeanor as an easier sell than impeaching Biden himself. Yet McCarthy would still have some serious work to do in wrangling the votes for impeachment, with some moderate and vulnerable House Republicans still concerned about the optics of the politically contentious move, which would be dead on arrival in the Democrat-controlled Senate. Some of those Republican holdouts serve on the House Judiciary Committee, whose panel would be responsible for launching any official impeachment proceedings. “I don’t know why we have members on Judiciary that can’t vote for impeachment,” Greene told CNN. In the meantime, committees are expected to plug away with their investigative work. The House Oversight panel intends to conduct transcribed interviews with witnesses in the investigations into Biden’s mishandling of classified material and potential Biden family influence peddling, an Oversight Committee aide told CNN, while Weiss faces a deadline of next week to hand over documents related to the Hunter Biden probe. And in addition to taking aim at Biden, some key Republicans are pushing the House to take up a symbolic effort to clear Trump’s name, in just another example of how Republicans are using their power to run defense for Trump. Last week, Greene and House GOP Conference Chair Elise Stefanik introduced a pair of resolutions to expunge both of Trump’s impeachments – something McCarthy also said he supports. “It is past time to expunge Democrats’ sham smear against not only President Trump’s name, but against millions of patriots across the country,” Stefanik said in a statement. ",REAL
